Escolaridade,Entrada,Cidade,Salário,Idade,Sexo,Projeto,Experiência,Saiu,Feedbacks
Doutorado,2013,João Pessoa,2,28,Feminino,Não,4,1,1
Doutorado,2012,Recife,3,---,Feminino,Não,5,1,0
Doutorado,2017,João Pessoa,2,27,Feminino,Não,5,0,0
Doutorado,2015,João Pessoa,2,25,Feminino,Não,3,1,2
Doutorado,2016,João Pessoa,2,27,Feminino,---,5,1,1
Doutorado,2017,Natal,3,27,Feminino,Não,5,0,0
Doutorado,2016,Natal,3,26,Masculino,Não,4,1,0
Doutorado,2015,João Pessoa,3,28,Feminino,Não,3,1,0
Doutorado,2015,João Pessoa,2,28,Feminino,Sim,2,1,0
---,2015,Natal,3,30,Masculino,Não,5,0,1
Doutorado,2012,João Pessoa,3,26,Masculino,Não,4,1,0
---,2017,Natal,2,31,Masculino,Não,5,0,1
Doutorado,2017,Natal,3,30,Masculino,---,1,1,0
Doutorado,2017,Recife,3,28,Feminino,Não,3,0,0
Doutorado,2015,Recife,3,24,Feminino,Não,2,0,0
Doutorado,2015,João Pessoa,1,24,Feminino,Sim,2,1,0
---,2017,Recife,3,34,Feminino,Não,2,0,0
Doutorado,2017,Natal,3,38,Masculino,Não,0,1,0
Doutorado,2012,Natal,3,28,Masculino,---,2,0,0
Doutorado,2017,Natal,3,28,Feminino,Não,0,1,0
Doutorado,2017,João Pessoa,2,39,Feminino,Não,2,0,0
Doutorado,2015,João Pessoa,3,39,Masculino,Não,3,0,1
Doutorado,2012,Natal,3,37,Feminino,Não,5,1,0
Doutorado,2015,João Pessoa,3,25,Masculino,---,3,0,0
Doutorado,2016,Natal,1,37,Masculino,Não,2,1,1
Doutorado,2018,Natal,3,25,Masculino,Sim,3,1,1
Doutorado,2018,Recife,3,24,Feminino,Não,2,1,2
Doutorado,2013,Natal,3,25,Masculino,Sim,3,1,1
Doutorado,2018,Natal,3,24,Masculino,---,2,1,1
Doutorado,2016,João Pessoa,2,35,Feminino,Não,4,1,0
Doutorado,2013,João Pessoa,2,32,Feminino,Não,1,1,0
Doutorado,2015,João Pessoa,2,26,Feminino,Não,4,1,1
Doutorado,2017,João Pessoa,3,31,Masculino,Sim,0,0,1
Doutorado,2013,João Pessoa,3,37,Masculino,Não,1,0,0
Doutorado,2014,Natal,3,35,Masculino,Sim,5,1,0
Doutorado,2015,João Pessoa,2,37,Feminino,Não,1,1,1
---,2014,Natal,3,28,Masculino,---,1,0,2
Doutorado,2012,Natal,3,---,Masculino,Não,4,0,1
Doutorado,2013,Recife,3,25,Masculino,Sim,3,1,0
Doutorado,2015,Natal,3,39,Masculino,Não,2,0,0
Doutorado,2012,Natal,3,26,Masculino,Não,4,1,1
Doutorado,2014,João Pessoa,2,26,Masculino,Não,4,0,0
Doutorado,2017,João Pessoa,3,28,Masculino,Não,3,0,0
---,2018,João Pessoa,3,---,Feminino,Não,1,1,0
Doutorado,2018,João Pessoa,3,24,Masculino,Não,2,1,0
Doutorado,2014,João Pessoa,3,26,Masculino,Não,4,0,0
Doutorado,2017,João Pessoa,3,33,Masculino,Não,1,0,0
---,2015,Natal,3,25,Masculino,Não,3,0,1
Doutorado,2017,Natal,3,26,Masculino,Não,4,0,0
Doutorado,2015,Natal,1,27,Masculino,Não,5,0,0
Doutorado,2012,Recife,3,25,Feminino,Não,3,0,2
---,2017,Recife,2,33,Masculino,---,2,0,1
Doutorado,2014,João Pessoa,3,30,Masculino,Não,0,0,0
Doutorado,2015,João Pessoa,2,27,Masculino,Não,5,0,1
Doutorado,2017,Natal,3,27,Masculino,Não,5,0,0
Doutorado,2016,João Pessoa,3,38,Masculino,Não,2,0,1
Doutorado,2016,Recife,3,29,Feminino,Sim,2,0,0
Doutorado,2012,Natal,3,25,Masculino,Não,3,0,1
Doutorado,2013,João Pessoa,2,27,Feminino,Não,5,1,0
Doutorado,2015,Natal,3,37,Feminino,Não,0,0,0
Doutorado,2012,Natal,3,39,Masculino,Não,1,1,1
Doutorado,2012,Natal,3,24,Masculino,---,2,1,0
---,2013,Natal,3,25,Feminino,Não,3,0,1
Doutorado,2014,Recife,2,37,Feminino,Não,5,0,2
---,2016,Natal,3,26,Feminino,Não,4,0,0
Doutorado,2013,Recife,3,37,Feminino,---,0,0,0
Doutorado,2015,João Pessoa,3,41,Feminino,Não,3,1,1
Doutorado,2012,Natal,3,25,Masculino,Não,3,0,0
Doutorado,2018,Recife,3,24,Feminino,Não,2,1,0
Doutorado,2018,Natal,3,24,Feminino,Não,2,1,0
Doutorado,2014,Natal,3,39,Masculino,Não,3,0,1
Doutorado,2017,Natal,3,28,Masculino,Sim,3,0,0
Doutorado,2013,Natal,3,25,Feminino,Não,3,0,0
Doutorado,2013,João Pessoa,3,39,Feminino,Não,2,0,1
Doutorado,2017,Natal,3,28,Feminino,---,1,0,0
Doutorado,2017,Natal,3,23,Masculino,---,1,0,0
Doutorado,2017,Natal,3,---,Masculino,Não,3,0,0
Doutorado,2017,Recife,2,34,Feminino,Não,4,0,0
Doutorado,2016,Natal,3,26,Masculino,Sim,4,0,0
---,2014,Recife,3,28,Masculino,Não,2,0,1
Doutorado,2015,Recife,2,26,Feminino,Não,4,1,0
Doutorado,2013,Recife,1,28,Feminino,---,5,1,0
Doutorado,2015,Natal,3,39,Masculino,Não,3,0,0
---,2014,Recife,3,28,Feminino,Não,2,0,1
Doutorado,2012,Natal,3,26,Feminino,Não,4,0,0
Doutorado,2015,Natal,3,30,Masculino,Não,1,0,2
---,2017,João Pessoa,2,24,Feminino,Não,2,0,0
Doutorado,2016,Recife,3,26,Masculino,Não,4,0,1
Doutorado,2015,Natal,3,34,Feminino,Não,2,0,0
Doutorado,2017,Recife,2,34,Feminino,---,4,0,0
---,2017,Recife,2,26,Masculino,Não,4,1,1
Doutorado,2015,Natal,2,27,Feminino,Sim,5,1,1
---,2017,Natal,3,28,Masculino,Não,1,0,1
Doutorado,2017,Recife,2,29,Masculino,Não,3,1,0
Doutorado,2017,João Pessoa,3,27,Masculino,Sim,5,0,1
Doutorado,2016,Natal,1,24,Masculino,---,2,0,0
Doutorado,2014,Natal,3,27,Masculino,Não,5,0,0
Doutorado,2015,João Pessoa,2,36,Feminino,Não,1,1,2
Doutorado,2017,João Pessoa,3,31,Masculino,---,1,0,1
Doutorado,2017,Natal,3,27,Masculino,Não,5,0,0
---,2012,João Pessoa,3,---,Masculino,Não,2,0,0
Doutorado,2015,Natal,3,28,Feminino,Não,1,0,1
Doutorado,2012,Natal,3,26,Feminino,Não,4,0,0
Doutorado,2017,Recife,2,29,Feminino,Não,2,0,1
Doutorado,2015,João Pessoa,3,28,Masculino,---,2,0,1
---,2013,Recife,1,41,Masculino,---,5,0,0
Doutorado,2018,João Pessoa,1,26,Masculino,Sim,4,0,0
---,2018,Natal,3,27,Masculino,Não,5,1,1
Doutorado,2017,Recife,2,28,Feminino,Não,1,1,3
Doutorado,2013,Natal,3,25,Masculino,Não,3,0,0
Doutorado,2017,João Pessoa,3,26,Feminino,Não,4,1,0
Doutorado,2015,Natal,3,26,Feminino,Não,4,1,0
Doutorado,2017,Recife,2,---,Masculino,Não,1,0,0
Doutorado,2018,João Pessoa,2,27,Feminino,Não,5,1,1
Doutorado,2015,Natal,3,---,Masculino,Sim,4,0,1
Doutorado,2017,João Pessoa,3,26,Masculino,Sim,4,0,1
Doutorado,2018,Recife,3,35,Feminino,Não,2,1,0
Doutorado,2017,Recife,2,33,Masculino,Não,4,0,1
Doutorado,2016,Natal,3,31,Masculino,Não,3,0,1
Doutorado,2015,Recife,3,28,Feminino,Não,2,0,1
Doutorado,2018,Natal,3,30,Masculino,Sim,2,1,0
Doutorado,2015,João Pessoa,3,28,Masculino,Não,2,0,0
Doutorado,2017,João Pessoa,2,32,Feminino,Não,2,1,0
Doutorado,2013,Natal,3,26,Masculino,Não,4,0,0
Doutorado,2017,João Pessoa,3,26,Masculino,Sim,4,0,1
Doutorado,2013,Natal,3,26,Feminino,Não,4,0,1
Doutorado,2015,João Pessoa,3,26,Feminino,Não,4,1,0
Doutorado,2018,Natal,3,24,Masculino,Não,2,1,0
Doutorado,2015,Natal,3,27,Masculino,Não,5,0,0
Doutorado,2012,Recife,3,26,Feminino,Não,4,0,1
Doutorado,2015,Natal,3,31,Masculino,Não,5,0,0
---,2015,João Pessoa,3,28,Masculino,Não,3,0,0
Doutorado,2013,Natal,3,40,Feminino,Não,3,0,0
Doutorado,2015,João Pessoa,3,24,Feminino,Não,2,1,0
Doutorado,2015,Natal,3,40,Masculino,Não,0,0,0
Doutorado,2017,João Pessoa,3,26,Masculino,---,4,1,0
Doutorado,2015,Recife,3,26,Masculino,Não,4,0,1
Doutorado,2017,João Pessoa,2,26,Feminino,---,4,1,1
Doutorado,2014,Natal,3,30,Masculino,Não,1,0,0
Doutorado,2014,Natal,3,26,Masculino,Não,4,1,1
Doutorado,2017,João Pessoa,2,23,Masculino,Não,1,1,1
Doutorado,2013,Natal,3,26,Masculino,Não,4,0,1
Doutorado,2017,Natal,1,30,Masculino,Não,1,0,0
Doutorado,2017,Recife,3,26,Masculino,Não,4,1,1
Doutorado,2015,João Pessoa,3,28,Feminino,Não,2,0,2
Doutorado,2015,Natal,3,24,Masculino,---,2,0,0
Doutorado,2014,João Pessoa,2,25,Feminino,Não,3,1,1
Doutorado,2013,Recife,2,24,Masculino,Não,2,1,0
Doutorado,2015,Natal,3,30,Masculino,Não,2,0,0
Doutorado,2014,Natal,3,26,Masculino,Sim,4,0,0
---,2015,Natal,3,40,Masculino,---,0,1,0
---,2014,Natal,3,---,Masculino,Não,2,1,0
Doutorado,2013,Natal,3,---,Feminino,---,2,0,0
Doutorado,2013,Natal,3,27,Masculino,Não,5,1,1
Doutorado,2015,Recife,3,24,Feminino,Não,2,1,0
Doutorado,2012,Natal,3,22,Masculino,Não,0,0,0
Doutorado,2017,Recife,2,39,Feminino,Não,4,0,0
Doutorado,2012,Natal,3,31,Masculino,Sim,5,0,1
Doutorado,2018,Recife,3,25,Feminino,Não,3,1,1
Doutorado,2013,Natal,3,35,Masculino,Não,0,1,0
Doutorado,2013,João Pessoa,2,24,Feminino,Não,2,1,0
Doutorado,2018,João Pessoa,3,26,Masculino,Não,4,1,0
Doutorado,2017,João Pessoa,2,38,Feminino,Não,2,0,0
Doutorado,2018,João Pessoa,3,40,Feminino,Não,2,1,0
Doutorado,2017,Recife,2,28,Masculino,Não,3,0,1
Doutorado,2014,João Pessoa,3,31,Masculino,Sim,1,0,0
Doutorado,2017,Natal,3,29,Masculino,Não,2,0,0
---,2014,João Pessoa,3,27,Feminino,Não,5,1,0
Doutorado,2017,Recife,3,27,Masculino,Não,5,1,0
---,2014,João Pessoa,2,24,Feminino,---,2,1,0
Doutorado,2014,Natal,3,28,Masculino,Não,4,0,0
Doutorado,2016,Natal,3,24,Masculino,Não,2,0,1
Doutorado,2017,Natal,3,27,Masculino,Não,5,0,0
Doutorado,2013,João Pessoa,3,32,Masculino,Não,2,0,1
Doutorado,2013,Natal,3,40,Feminino,Não,4,0,0
Doutorado,2013,Recife,1,25,Feminino,Não,3,1,0
Doutorado,2017,João Pessoa,1,38,Masculino,Não,0,1,0
Doutorado,2012,Natal,1,36,Masculino,Não,3,0,1
Doutorado,2015,João Pessoa,2,26,Feminino,---,4,1,0
Doutorado,2016,Natal,3,25,Masculino,Não,3,0,0
Doutorado,2017,Recife,2,---,Masculino,---,6,0,0
Doutorado,2015,João Pessoa,3,26,Feminino,Não,4,0,0
Doutorado,2017,Natal,3,---,Masculino,Não,2,0,0
Doutorado,2015,João Pessoa,2,37,Feminino,Não,3,1,1
Doutorado,2014,João Pessoa,1,37,Masculino,Não,1,0,0
Doutorado,2018,Natal,3,---,Masculino,Não,5,1,1
Doutorado,2017,Recife,2,40,Masculino,---,2,0,1
Doutorado,2017,João Pessoa,2,28,Feminino,Não,3,1,1
---,2012,Recife,3,22,Feminino,Não,0,0,1
Doutorado,2014,João Pessoa,3,34,Masculino,Não,4,0,0
---,2015,João Pessoa,3,28,Feminino,Sim,5,1,0
Doutorado,2017,João Pessoa,3,37,Feminino,Não,2,0,2
Doutorado,2014,Natal,3,37,Masculino,---,4,0,0
Doutorado,2016,Natal,1,33,Feminino,Não,0,0,0
Doutorado,2013,Natal,3,34,Feminino,Sim,2,0,1
Doutorado,2014,Natal,3,24,Masculino,Não,2,0,2
Doutorado,2014,João Pessoa,3,26,Masculino,Não,4,0,0
Doutorado,2017,Recife,2,---,Masculino,Não,0,0,0
Doutorado,2016,Natal,3,38,Masculino,Sim,1,0,0
Doutorado,2012,Natal,3,33,Feminino,Não,1,0,0
Doutorado,2013,Recife,3,27,Feminino,Sim,5,0,2
Doutorado,2013,Natal,3,31,Masculino,---,2,0,0
Doutorado,2015,Recife,3,25,Masculino,Não,3,0,1
Doutorado,2017,Recife,3,28,Feminino,Não,4,0,2
Doutorado,2013,Natal,3,26,Masculino,Não,4,0,0
Doutorado,2015,João Pessoa,1,40,Feminino,Não,1,0,0
Doutorado,2018,Natal,3,24,Feminino,Não,2,1,0
Doutorado,2017,João Pessoa,3,26,Feminino,Não,4,1,0
Doutorado,2015,Natal,3,24,Feminino,Não,2,1,0
Doutorado,2015,Recife,2,28,Feminino,Sim,2,1,0
Doutorado,2015,João Pessoa,2,---,Feminino,Não,3,1,1
Doutorado,2017,Recife,2,24,Masculino,Sim,2,1,1
Doutorado,2013,Recife,3,25,Feminino,Não,3,0,3
Doutorado,2017,Recife,3,28,Feminino,Não,2,0,1
---,2018,Recife,3,26,Masculino,Não,4,1,0
Doutorado,2013,Natal,3,31,Masculino,Não,2,1,0
Doutorado,2013,João Pessoa,2,37,Masculino,Sim,5,0,0
---,2018,Natal,3,26,Feminino,Sim,4,0,0
Doutorado,2013,Natal,3,26,Masculino,---,4,0,0
Doutorado,2014,João Pessoa,3,29,Feminino,Não,1,1,0
Doutorado,2014,Natal,3,28,Feminino,Não,3,1,0
Doutorado,2015,Natal,3,28,Masculino,---,4,0,0
Doutorado,2017,João Pessoa,3,28,Masculino,---,1,0,0
Doutorado,2016,Recife,3,28,Masculino,Não,0,0,0
Doutorado,2017,Recife,3,28,Masculino,Não,0,0,0
---,2012,João Pessoa,3,24,Masculino,Não,2,0,1
Doutorado,2015,Natal,3,28,Masculino,Não,3,0,0
Doutorado,2015,João Pessoa,2,40,Feminino,Não,4,1,1
Doutorado,2017,Recife,2,28,Feminino,Não,2,1,0
Doutorado,2013,João Pessoa,3,27,Feminino,Não,5,0,1
---,2014,Natal,3,27,Masculino,Sim,5,0,0
Doutorado,2015,Natal,3,29,Masculino,Não,2,0,0
Doutorado,2014,Natal,3,39,Masculino,Não,3,1,2
Doutorado,2014,João Pessoa,2,28,Feminino,---,3,1,0
---,2014,João Pessoa,3,25,Feminino,Não,3,1,0
Doutorado,2016,João Pessoa,3,26,Masculino,Não,4,0,0
Doutorado,2018,Recife,3,38,Masculino,---,2,1,0
Doutorado,2017,Recife,2,27,Feminino,Não,5,0,1
---,2016,Natal,3,26,Masculino,Não,4,0,1
Doutorado,2018,Recife,3,25,Feminino,Não,3,1,1
Doutorado,2012,João Pessoa,3,37,Masculino,Não,5,0,0
Doutorado,2016,João Pessoa,2,24,Feminino,Não,2,1,0
Doutorado,2014,Natal,3,32,Feminino,Não,5,0,1
Doutorado,2016,João Pessoa,3,28,Masculino,Não,2,0,3
Doutorado,2017,Recife,2,26,Feminino,---,4,0,0
Doutorado,2018,Natal,3,27,Masculino,Sim,5,1,1
Doutorado,2015,João Pessoa,3,27,Masculino,Não,5,0,0
Doutorado,2014,Recife,3,24,Masculino,Não,2,0,2
Doutorado,2018,Natal,3,25,Masculino,Sim,3,1,1
Doutorado,2018,Natal,3,25,Masculino,---,3,1,1
Doutorado,2014,Natal,3,38,Feminino,Não,2,0,1
Doutorado,2014,Natal,3,25,Masculino,---,3,0,0
Doutorado,2015,Natal,3,30,Masculino,Não,3,0,0
Doutorado,2013,Natal,3,22,Masculino,Sim,0,0,1
Doutorado,2014,Natal,3,30,Masculino,Não,0,0,2
Doutorado,2013,Recife,3,25,Feminino,Sim,3,1,0
Doutorado,2017,João Pessoa,2,30,Masculino,Não,0,1,1
Doutorado,2012,Natal,3,28,Feminino,Não,1,1,1
Doutorado,2014,João Pessoa,3,31,Feminino,Não,2,0,0
Doutorado,2014,João Pessoa,3,24,Masculino,Não,2,0,1
Doutorado,2013,Natal,3,28,Masculino,Sim,1,0,0
Doutorado,2012,João Pessoa,3,25,Masculino,Não,3,0,0
Doutorado,2018,Natal,3,35,Feminino,Sim,5,1,2
Doutorado,2018,João Pessoa,3,24,Masculino,Sim,2,1,1
Doutorado,2015,Natal,3,30,Masculino,Não,0,0,0
Doutorado,2013,Natal,3,26,Masculino,Não,4,0,1
Doutorado,2017,Recife,2,34,Masculino,Não,2,0,0
Doutorado,2015,João Pessoa,2,27,Feminino,Não,5,1,1
Doutorado,2017,Recife,2,38,Masculino,Não,5,0,1
Doutorado,2017,Recife,3,33,Masculino,Não,5,0,0
Doutorado,2013,Natal,3,33,Masculino,Não,1,1,2
Doutorado,2013,João Pessoa,3,26,Masculino,Não,4,0,1
Doutorado,2013,Recife,3,26,Masculino,Não,4,1,0
Doutorado,2016,Natal,1,28,Feminino,Não,2,0,0
Doutorado,2012,Recife,3,24,Feminino,---,2,0,1
Doutorado,2012,João Pessoa,3,26,Masculino,Não,4,0,0
Doutorado,2013,Natal,1,24,Feminino,Não,2,1,3
Doutorado,2012,Natal,3,31,Masculino,Não,0,0,0
Doutorado,2013,João Pessoa,3,35,Masculino,---,1,0,1
Doutorado,2016,Natal,3,31,Masculino,Sim,5,0,0
Doutorado,2017,Recife,3,29,Masculino,Não,2,1,1
Doutorado,2017,Recife,3,37,Feminino,Não,3,0,0
Doutorado,2016,Natal,3,26,Masculino,---,4,0,0
Doutorado,2013,Recife,3,27,Feminino,Não,5,0,1
Doutorado,2014,João Pessoa,3,23,Masculino,Não,1,0,2
Doutorado,2015,Natal,3,30,Feminino,Não,1,1,1
Doutorado,2017,João Pessoa,2,25,Masculino,Não,3,1,0
Doutorado,2017,Recife,3,28,Masculino,Não,2,0,0
Doutorado,2015,Natal,3,38,Feminino,---,1,1,1
Doutorado,2017,Recife,2,30,Feminino,---,2,0,0
Doutorado,2015,João Pessoa,3,23,Feminino,Não,1,1,1
Doutorado,2016,Natal,3,26,Masculino,---,4,0,1
Doutorado,2017,Natal,3,37,Masculino,Não,2,0,0
Doutorado,2012,Natal,3,26,Feminino,Não,4,0,0
Doutorado,2015,Natal,3,34,Masculino,Não,0,0,0
Doutorado,2017,Recife,2,25,Feminino,Sim,3,1,3
Doutorado,2015,João Pessoa,2,28,Feminino,Não,2,0,1
---,2018,João Pessoa,3,27,Masculino,Não,5,1,0
Doutorado,2014,Natal,3,25,Masculino,Não,3,1,2
Doutorado,2018,Natal,3,40,Masculino,Não,1,1,0
Doutorado,2013,Recife,1,27,Feminino,Não,5,0,0
Doutorado,2014,João Pessoa,3,29,Masculino,Não,3,0,0
Doutorado,2013,Natal,3,---,Masculino,Não,5,0,0
Doutorado,2013,Natal,3,28,Masculino,Não,2,1,0
Doutorado,2015,Natal,3,30,Masculino,Não,0,0,0
Doutorado,2015,Natal,3,25,Feminino,Não,3,0,0
Doutorado,2014,Recife,3,30,Masculino,Não,1,0,0
Doutorado,2018,João Pessoa,3,27,Feminino,Não,5,0,0
Doutorado,2017,Recife,2,---,Feminino,Não,2,1,0
Doutorado,2015,Natal,3,32,Masculino,Não,2,0,0
Doutorado,2018,Natal,3,28,Masculino,Não,1,1,1
Doutorado,2012,João Pessoa,2,26,Feminino,Não,4,0,2
Doutorado,2014,Recife,3,28,Feminino,---,2,0,1
Doutorado,2018,Recife,3,33,Feminino,Não,2,1,1
Doutorado,2018,João Pessoa,3,32,Masculino,Não,1,1,0
Doutorado,2014,Natal,3,27,Masculino,Não,5,0,2
Doutorado,2018,Recife,3,35,Masculino,Não,2,1,0
Doutorado,2013,Recife,3,27,Masculino,Não,5,0,0
---,2016,Natal,3,28,Feminino,Não,3,0,1
Doutorado,2014,Recife,3,---,Masculino,Não,2,0,1
Doutorado,2017,Recife,2,27,Feminino,Não,5,0,1
Doutorado,2013,João Pessoa,3,---,Feminino,Sim,3,1,2
Doutorado,2014,Natal,1,30,Masculino,Sim,2,1,1
Doutorado,2014,João Pessoa,1,22,Feminino,Não,0,1,1
Doutorado,2017,Recife,2,25,Feminino,Não,3,1,1
---,2016,Natal,3,26,Feminino,Não,4,0,2
Doutorado,2016,Natal,3,33,Masculino,Não,4,0,0
Doutorado,2012,João Pessoa,2,35,Feminino,Não,2,1,1
Doutorado,2013,Natal,3,36,Masculino,Não,5,0,1
Doutorado,2013,Natal,3,39,Masculino,Não,5,1,1
Doutorado,2016,Recife,3,28,Feminino,Não,5,0,1
Doutorado,2015,Recife,3,28,Masculino,Não,2,0,0
Doutorado,2015,João Pessoa,3,27,Feminino,Não,5,1,0
Doutorado,2013,Natal,3,28,Feminino,---,0,1,1
Doutorado,2017,Natal,2,25,Feminino,Não,3,1,0
Doutorado,2012,Natal,3,29,Masculino,Sim,2,0,0
Doutorado,2014,Natal,3,26,Masculino,---,4,0,1
Doutorado,2017,Recife,3,31,Masculino,Não,2,0,2
---,2016,Recife,3,32,Masculino,Não,4,0,1
Doutorado,2015,Natal,1,24,Feminino,---,2,1,0
Doutorado,2017,Natal,3,41,Masculino,Não,5,0,0
Doutorado,2012,Natal,3,28,Masculino,Não,1,0,0
Doutorado,2017,João Pessoa,3,27,Masculino,Não,5,1,1
Doutorado,2012,Recife,3,29,Masculino,Não,3,0,0
Doutorado,2015,Natal,3,38,Masculino,Não,4,0,0
Doutorado,2013,Natal,3,26,Feminino,---,4,0,1
Doutorado,2015,Recife,3,26,Masculino,Não,4,1,1
Doutorado,2012,Recife,3,30,Masculino,Não,4,0,1
Doutorado,2017,Recife,2,33,Masculino,Não,5,0,0
Doutorado,2017,Natal,3,36,Masculino,Não,2,0,0
Doutorado,2017,Recife,2,23,Masculino,Não,1,0,1
---,2014,Recife,3,27,Masculino,Não,5,0,0
Doutorado,2018,Recife,3,---,Feminino,Não,2,1,0
Doutorado,2015,Natal,3,29,Masculino,Não,1,0,1
Doutorado,2018,João Pessoa,3,38,Masculino,---,3,1,2
Doutorado,2015,Recife,3,28,Feminino,Não,1,0,0
Doutorado,2014,João Pessoa,3,33,Masculino,Não,6,0,0
Doutorado,2017,João Pessoa,3,28,Masculino,Não,2,1,1
Doutorado,2012,Natal,3,25,Masculino,Não,3,0,1
Doutorado,2014,Natal,3,35,Masculino,Sim,0,0,0
Doutorado,2013,João Pessoa,3,25,Masculino,Não,3,0,0
Doutorado,2013,João Pessoa,3,25,Masculino,Não,3,0,0
Doutorado,2012,Recife,3,32,Feminino,Não,0,0,0
Doutorado,2015,Recife,2,27,Feminino,Não,5,1,1
Doutorado,2016,João Pessoa,3,27,Masculino,Não,5,0,2
Doutorado,2013,João Pessoa,2,25,Feminino,---,3,1,1
Doutorado,2013,Recife,3,41,Masculino,---,0,0,1
Doutorado,2012,Recife,3,27,Masculino,Não,5,0,0
---,2013,João Pessoa,3,26,Masculino,Não,4,0,0
Doutorado,2018,Natal,3,---,Feminino,Não,2,1,0
Doutorado,2015,João Pessoa,2,26,Feminino,Não,4,1,0
Doutorado,2013,Natal,2,41,Masculino,Não,2,1,1
---,2017,Natal,3,35,Feminino,---,5,0,0
Doutorado,2015,João Pessoa,1,26,Feminino,Não,4,0,1
---,2013,João Pessoa,3,---,Masculino,Não,3,0,1
Doutorado,2016,Natal,3,38,Masculino,Não,2,0,1
Doutorado,2013,Recife,3,27,Masculino,Não,5,0,2
Doutorado,2013,Natal,3,27,Masculino,---,5,0,0
Doutorado,2018,João Pessoa,3,32,Masculino,Sim,5,1,1
Doutorado,2016,João Pessoa,3,26,Masculino,Não,4,0,0
Doutorado,2016,Recife,3,27,Feminino,Não,5,1,1
Doutorado,2016,Natal,3,26,Masculino,Não,4,0,2
Doutorado,2018,Natal,3,25,Masculino,Não,3,1,1
Doutorado,2014,João Pessoa,2,32,Masculino,Não,3,1,1
Doutorado,2014,João Pessoa,3,26,Masculino,Não,4,0,0
Doutorado,2016,Natal,3,37,Masculino,Não,2,0,0
Doutorado,2017,Recife,2,36,Feminino,Não,1,0,0
Doutorado,2012,Natal,3,34,Masculino,Não,4,0,0
Doutorado,2015,João Pessoa,2,27,Feminino,---,5,1,0
Doutorado,2013,Recife,2,26,Masculino,Não,4,1,1
Doutorado,2012,João Pessoa,3,24,Masculino,Sim,2,0,1
Doutorado,2013,Recife,2,24,Masculino,---,2,1,0
Doutorado,2012,João Pessoa,3,24,Masculino,Não,2,1,1
Doutorado,2013,Natal,3,27,Masculino,---,5,0,0
Doutorado,2017,Recife,2,31,Masculino,---,1,0,2
Doutorado,2017,Recife,2,28,Masculino,Não,2,0,0
Doutorado,2016,Recife,3,30,Masculino,Não,3,0,0
Doutorado,2012,João Pessoa,3,27,Masculino,Não,5,1,1
Doutorado,2018,Natal,3,39,Masculino,Não,3,1,1
Doutorado,2013,Natal,3,33,Masculino,Não,3,1,0
Doutorado,2014,Recife,3,32,Feminino,Não,5,0,0
Doutorado,2014,João Pessoa,3,26,Masculino,Não,4,1,0
Doutorado,2013,Recife,3,30,Masculino,Não,2,1,1
Doutorado,2017,Recife,2,35,Feminino,Não,2,1,0
Doutorado,2015,Recife,3,25,Feminino,Sim,3,0,0
Doutorado,2017,João Pessoa,3,26,Masculino,Não,4,0,0
---,2013,Recife,3,28,Masculino,Não,2,0,1
Doutorado,2012,Natal,3,26,Masculino,---,4,0,0
Doutorado,2015,João Pessoa,1,---,Feminino,Não,0,1,2
Doutorado,2017,Natal,2,26,Masculino,Não,4,1,0
---,2017,Recife,3,24,Feminino,Não,2,0,0
Doutorado,2017,João Pessoa,3,---,Feminino,Não,1,0,2
Doutorado,2016,Recife,3,30,Masculino,---,2,0,0
Doutorado,2016,Recife,3,26,Masculino,Não,4,0,0
Doutorado,2018,Recife,3,25,Feminino,---,3,1,0
Doutorado,2012,Recife,3,32,Masculino,Não,2,0,0
Doutorado,2015,Recife,3,31,Feminino,Não,3,0,0
Doutorado,2017,Natal,3,27,Masculino,Não,5,0,2
Doutorado,2017,Recife,2,24,Masculino,Não,2,0,0
---,2014,Natal,3,---,Masculino,Não,7,1,0
Doutorado,2018,Natal,3,28,Masculino,Sim,3,1,0
---,2017,Recife,2,28,Feminino,Não,4,0,0
Doutorado,2017,João Pessoa,2,27,Masculino,Não,5,1,0
---,2015,Natal,3,28,Masculino,Não,1,0,0
Doutorado,2013,Recife,3,28,Feminino,Não,3,0,0
Doutorado,2013,Natal,2,24,Feminino,Não,2,1,0
Doutorado,2012,João Pessoa,3,26,Masculino,Não,4,0,1
Doutorado,2017,João Pessoa,3,29,Masculino,Não,0,0,0
Doutorado,2014,João Pessoa,3,30,Masculino,Não,2,0,3
Doutorado,2015,Natal,3,25,Feminino,Não,3,0,0
---,2017,Natal,3,27,Feminino,Não,5,0,0
Doutorado,2015,João Pessoa,3,---,Feminino,Não,1,1,0
Doutorado,2014,Recife,3,29,Masculino,Sim,4,0,1
Doutorado,2014,Natal,3,25,Masculino,Não,3,0,2
---,2016,Natal,3,26,Feminino,Não,4,0,0
Doutorado,2012,Recife,3,28,Feminino,Não,1,0,0
Doutorado,2014,Natal,1,27,Feminino,---,5,1,0
Doutorado,2015,João Pessoa,3,40,Feminino,Não,5,1,0
Doutorado,2018,Recife,3,35,Feminino,Não,0,1,0
Doutorado,2013,João Pessoa,3,22,Feminino,Sim,0,1,0
Doutorado,2017,João Pessoa,2,26,Masculino,Não,4,0,1
Doutorado,2016,Natal,1,24,Masculino,Não,2,0,1
